1	10.140403986	0.99087491467
1	20.1714560986	0.93314449017
1	30.3600180149	0.874757718417
1	40.4037101269	0.824315410802
1	50.4122350216	0.774746771891
1	60.5009410381	0.734492364291
1	70.5921671391	0.689583725443
1	80.6145040989	0.656394030659
1	90.6872031689	0.623436376237
1	100.835390091	0.589621289543
1	110.882477999	0.559276556201
1	120.901700974	0.537547488113
1	130.937664986	0.517908778472
1	140.999108076	0.501998166436
1	151.080294132	0.486935786721
1	161.160737991	0.472575319663
1	171.170483112	0.457537554602
1	181.239011049	0.445210554826
1	191.321918011	0.435364285176
1	201.342357159	0.425352742451
1	211.363748074	0.419397779707
1	221.393182039	0.4108750505
1	231.426704168	0.400576654109
1	241.444346189	0.39448133511
1	251.450854063	0.387755923521
1	261.497779131	0.381061585889
1	271.580438137	0.377570810761
1	281.590022087	0.373805859583
1	291.641393185	0.36737024672
1	301.735951185	0.362503608234
1	311.812582016	0.357503246103
1	321.825515985	0.34958975765
1	331.843646049	0.346469337327
1	341.857521057	0.341570225468
1	351.914781094	0.338363875886
1	361.967803001	0.332988208451
1	371.968342066	0.332140188299
1	381.974038124	0.328765614944
1	392.01446414	0.325947358647
1	402.102477074	0.323386939037
1	412.128123045	0.321605571852
1	422.179352045	0.315856930763
1	432.190823078	0.315670334258
1	442.217943192	0.31191075859
1	452.221642971	0.306490600037
1	462.255110025	0.302506398239
1	472.255815983	0.299880727593
1	482.258882046	0.295866393223
1	492.292725086	0.29459410008
1	502.33357811	0.292716799705
1	512.395030022	0.288332351131
1	522.409718037	0.281817605971
1	532.428327084	0.276951085292
1	542.450821161	0.27691421419
1	552.486324072	0.273372701662
1	562.48973918	0.268186505066
1	572.490897179	0.264743651365
1	582.495295048	0.265124879875
1	592.577182055	0.259099181535
1	602.585427999	0.258277936134
1	612.627371073	0.253674833743
1	622.685292006	0.250351024148
1	632.69116497	0.248137932235
1	642.717350006	0.247146806658
1	652.749454975	0.243453738236
1	662.808524132	0.243197160222
1	672.855404139	0.244470339499
1	682.88837719	0.245758068457
1	692.931617975	0.244188193186
1	702.99289608	0.242660681656
1	713.063182116	0.245166217354
1	723.070871115	0.242870378812
1	733.149759054	0.238125821206
1	743.151134968	0.238736191115
1	753.168904066	0.238131986221
1	763.187036037	0.236704308927
1	773.211481094	0.234865135342
1	783.303704023	0.231880970702
1	793.360645056	0.228797835439
1	803.412140131	0.225575211275
1	813.444169044	0.224224841233
1	823.510367155	0.226082173318
1	833.539021015	0.225257782704
1	843.571118116	0.22433748922
1	853.59811306	0.222615991969
1	863.700114965	0.220801508064
1	873.731266975	0.218244259422
1	883.738742113	0.218858094787
1	893.782627106	0.218042061299
1	903.850808144	0.220551673072
